,Unnamed: 0.2,name,birth_date,birth_place,death_date,death_place,occupation,awards,alma_mater,education,spouse,children,occupation_cluster,birth_year,death_year,life_span,life_span_cluster,edu_award_cluster,bio_cluster
32,32,-0.5744043910421522,1.0425413710520262,0.6323816724172336,1.2740055406270587,-0.350519069956784,-0.5130847304504031,-0.8692118430239042,-0.2792884772547764,0.1300700481116867,-1.1529350375225034,-0.4081706174136226,-0.6285477351915405,1906.0,1992.0,86.0,2.0,2.195144268355506,0.1010811295286561
33,33,-1.158216204833365,1.090625847801909,0.2923179292627261,-0.2360257351463825,1.3368328992420264,-0.5130847304504031,-0.8692118430239042,-0.2792884772547764,1.710158936129009,-0.2648915201167223,2.020209229201309,-0.6285477351915405,1912.0,1997.0,85.0,2.0,2.195144268355506,0.1010811295286561
34,34,0.2011068242924438,-0.7173504779936927,1.5598282446567997,-0.3910735893552627,0.0610301908234136,-0.5130847304504031,0.3912340391257261,-0.2792884772547764,0.1716513346384583,0.4726361468812994,-0.4081706174136226,-0.6285477351915405,1878.0,1968.0,90.0,2.0,-0.573777572327484,-0.8675731069971382
35,35,-0.1779351742137913,-0.4817365419192658,-1.304951167372082,-0.1146839362003024,-0.875244377451536,-0.5130847304504031,0.3912340391257261,-0.2792884772547764,0.1716513346384583,0.4726361468812994,-0.4081706174136226,-0.6285477351915405,1934.0,2025.0,91.0,2.0,-0.573777572327484,-0.8675731069971382
36,36,0.3056701342251984,-0.6548406582188447,0.8333284297358063,-0.3506263230399026,-0.7723570622564866,0.313626158028003,-1.353998720773762,-0.2792884772547764,0.5458829133794031,-2.1613912352544924,2.4140005556794057,1.5690145481928313,1901.0,1978.0,77.0,2.0,1.2721703214611757,1.0697353660544504
37,37,-1.2322818827023996,-0.4288436174943945,1.0600375918388114,-0.0809778809375024,0.9767272960593534,-0.5130847304504031,0.3912340391257261,-0.2792884772547764,0.1716513346384583,0.1415012759842284,1.626417902723212,-0.6285477351915405,1707.0,1778.0,71.0,2.0,-0.573777572327484,-0.8675731069971382
38,38,-1.5590422262422574,-0.7606265070685875,1.3022041968124758,-0.5730862877743829,1.7998258176197488,1.8373677956156536,0.3912340391257261,-0.2792884772547764,0.1716513346384583,0.4726361468812994,-0.4081706174136226,1.5690145481928313,1833.0,1896.0,63.0,2.0,-0.573777572327484,1.0697353660544504
39,39,-1.5067605712758805,1.1627525629267337,-1.284341243544536,1.2605231185219383,-0.8032232568150015,-0.5130847304504031,0.3912340391257261,4.412273712815888,0.1716513346384583,1.1499574737162173,-0.4081706174136226,-0.6285477351915405,1921.0,1989.0,68.0,2.0,-0.573777572327484,-0.8675731069971382
40,40,0.867697925113754,1.1242849815268272,-1.2637313197169902,1.2402994853642586,-0.885533108971041,-0.5130847304504031,0.3912340391257261,-0.2792884772547764,0.1716513346384583,0.4726361468812994,-0.4081706174136226,-0.6285477351915405,1918.0,1988.0,70.0,2.0,-0.573777572327484,-0.8675731069971382
41,41,1.5081481984518756,1.5570452722757746,1.673182825708302,1.948126645883059,1.2751005101249966,-0.5130847304504031,0.3912340391257261,2.270473582566237,0.1716513346384583,0.4726361468812994,-0.4081706174136226,-0.6285477351915405,1901.0,1976.0,75.0,2.0,-0.573777572327484,-0.8675731069971382
42,42,-0.80967183839085,-0.674074448918798,1.564980725613686,-0.4247796446180627,-0.4945613112298532,-0.5130847304504031,0.3912340391257261,-0.2792884772547764,0.1716513346384583,0.4726361468812994,-0.4081706174136226,-0.6285477351915405,1887.0,1961.0,74.0,2.0,-0.573777572327484,-0.8675731069971382
43,43,0.5583647998960218,0.6242064233280438,0.5860093438052554,0.485283847477538,0.4622907200841063,-0.5130847304504031,0.3912340391257261,2.4234593061554977,0.1716513346384583,0.4726361468812994,-0.4081706174136226,-0.6285477351915405,1802.0,1829.0,27.0,2.0,-0.573777572327484,-0.8675731069971382
44,44,0.1357547555844722,1.0473498187270145,-0.7793981097696612,1.1728873748386586,1.5631849926711352,-0.5130847304504031,0.3912340391257261,-0.2792884772547764,0.0053261885313718,0.4726361468812994,-0.4081706174136226,-0.6285477351915405,1906.0,1978.0,72.0,2.0,1.2721703214611757,0.1010811295286561
45,45,0.0006938135879976,1.5858959583257044,-0.7742456288127747,1.9818327011458592,2.2010863468804414,-0.5130847304504031,0.3912340391257261,3.953316542048105,0.1716513346384583,0.4726361468812994,-0.4081706174136226,-0.6285477351915405,1903.0,1957.0,54.0,2.0,-0.573777572327484,-0.8675731069971382
46,46,-0.7486765742634098,0.6722909000779268,-0.3002173807792188,0.7549322895799382,1.1413470003714323,-0.5130847304504031,0.3912340391257261,-0.2792884772547764,0.1716513346384583,0.4726361468812994,-0.4081706174136226,-0.6285477351915405,1820.0,1910.0,90.0,2.0,-0.573777572327484,-0.8675731069971382
47,47,0.3448813754499814,0.6193979756530554,0.3541477007453639,0.532472324845458,-0.8649556459320311,2.907228945411238,0.3912340391257261,-0.2792884772547764,0.1716513346384583,0.4726361468812994,-0.4081706174136226,1.5690145481928313,1799.0,1847.0,48.0,2.0,-0.573777572327484,1.0697353660544504
48,48,-1.2104978597997424,-0.3230577686446518,1.28159427298493,0.0942936064290577,2.283396199036481,-0.5130847304504031,0.3912340391257261,-0.2792884772547764,0.1716513346384583,0.0361401806987967,-0.4081706174136226,-0.6285477351915405,1729.0,1796.0,67.0,2.0,-0.573777572327484,-0.8675731069971382
49,49,-1.127718572769645,-1.308789542017254,-1.1349192957948282,-1.085418327768943,-1.1736175915171794,-0.5130847304504031,0.3912340391257261,-0.2792884772547764,0.1716513346384583,0.4726361468812994,3.693822366733221,-0.6285477351915405,1875.9082901554405,1953.0,60.20071047957372,2.378330373001776,-0.573777572327484,-0.8675731069971382
50,50,1.4340825205828411,-0.7990940884684938,0.0810662100303805,-0.5461214435641428,1.408854019878561,-0.5130847304504031,0.3912340391257261,-0.2792884772547764,0.1716513346384583,-2.221597575417596,-0.4081706174136226,-0.6285477351915405,1819.0,1901.0,82.0,2.0,-0.573777572327484,-0.8675731069971382
51,51,-0.0864422780226311,1.6868733595004588,-0.4547918094858131,-0.9708177398754232,1.6969385024246997,-0.5130847304504031,0.3912340391257261,-0.2792884772547764,0.1716513346384583,0.4726361468812994,-0.4081706174136226,-0.6285477351915405,1412.0,1431.0,19.0,5.0,-0.573777572327484,2.038389602580245
52,52,-0.8706671025182902,-1.390533152492055,0.7611936963393956,-0.9977825840856632,1.61462865026866,-0.5130847304504031,0.3912340391257261,-0.2792884772547764,0.1716513346384583,0.4726361468812994,-0.4081706174136226,-0.6285477351915405,1533.0,1603.0,70.0,5.0,-0.573777572327484,2.038389602580245
53,53,0.3143837433862613,1.335856679226313,-0.0735082186762137,1.611066093255059,1.5014526035541056,-0.5130847304504031,0.3912340391257261,-0.2792884772547764,0.1716513346384583,-2.266752330539924,-0.4081706174136226,-0.6285477351915405,1755.0,1793.0,38.0,2.0,-0.573777572327484,-0.8675731069971382
54,54,1.0724677403987315,-0.61156462914395,-1.2585788387601036,-0.3169202677771026,-0.6900472101004471,-0.5130847304504031,0.3912340391257261,-0.2792884772547764,1.0448583517006629,0.4726361468812994,-0.4081706174136226,-0.6285477351915405,1908.0,1986.0,78.0,2.0,1.2721703214611757,0.1010811295286561
55,55,1.451509738904967,1.547428376925798,1.2352219443729515,1.9211618016728191,1.6249173817881648,2.307458300828865,0.3912340391257261,-0.2792884772547764,0.1716513346384583,-0.325097860279826,-0.4081706174136226,1.5690145481928313,1882.0,1941.0,59.0,2.0,-0.573777572327484,1.0697353660544504
56,56,-0.6833245055554382,-1.0395164722179089,-0.5475364667097696,0.0066578627457776,-0.8238007198540114,-0.5130847304504031,0.3912340391257261,-0.2792884772547764,0.1716513346384583,0.4726361468812994,-0.4081706174136226,-0.6285477351915405,1984.0,1954.0,30.0,2.0,-0.573777572327484,-0.8675731069971382
57,57,-0.6223292414279981,0.9223301791773184,1.3279666015969085,1.2200758522065789,1.820403280658759,-0.5130847304504031,-2.452848977006773,-0.2792884772547764,-1.283693693798549,-1.0776771123186235,-0.4081706174136226,-0.6285477351915405,1887.0,1986.0,99.0,2.0,2.195144268355506,0.1010811295286561
58,58,-1.5198309850174745,0.9656062082522132,-1.0782420052690769,-0.842734729876783,-0.6900472101004471,1.1565470639275546,0.3912340391257261,-0.2792884772547764,0.1716513346384583,0.4726361468812994,-0.4081706174136226,1.5690145481928313,1897.0,1860.5845620121424,60.20071047957372,2.378330373001776,-0.573777572327484,1.0697353660544504
59,59,-0.4959819085925863,1.7638085223002715,-0.4496393285289266,-0.694428086720463,-0.3196528753982692,1.8535778130367988,0.3912340391257261,-0.2792884772547764,0.1716513346384583,0.4726361468812994,-0.4081706174136226,1.5690145481928313,1822.0,1822.0,0.0,2.0,-0.573777572327484,1.0697353660544504
60,60,1.1247493953651089,-0.2268888151448858,1.3382715635106812,0.2156354053751377,-0.2476317547617346,0.2812061231857126,0.3912340391257261,-0.2792884772547764,0.1716513346384583,0.4726361468812994,-0.4081706174136226,1.5690145481928313,1797.0,1883.0,86.0,2.0,-0.573777572327484,1.0697353660544504
61,61,0.2664588930004155,0.4174431733035467,0.4571973198830935,-0.842734729876783,-0.6900472101004471,-0.6751849046618553,0.3912340391257261,-0.2792884772547764,-2.198481997387525,-1.8603595344389727,-0.4081706174136226,1.5690145481928313,1997.0,1860.5845620121424,60.20071047957372,2.378330373001776,2.195144268355506,0.1010811295286561
62,62,0.4668719037048616,1.451259423426032,1.7195551543202805,1.813302424831859,0.0404527277844037,-0.5130847304504031,0.3912340391257261,-0.2792884772547764,0.1716513346384583,0.4726361468812994,-0.4081706174136226,-0.6285477351915405,1910.0,1997.0,87.0,2.0,-0.573777572327484,-0.8675731069971382
63,63,-0.8924511254209473,0.8886710454524004,0.6220767105034607,1.0245807316823383,-0.7723570622564866,-0.5130847304504031,0.3912340391257261,-0.2792884772547764,0.1716513346384583,-0.6562327311768971,1.3310744078646393,-0.6285477351915405,1884.0,1962.0,78.0,2.0,-0.573777572327484,-0.8675731069971382
64,64,1.2467399236199892,-1.0395164722179089,-1.2585788387601036,-0.842734729876783,-0.6900472101004471,-0.5130847304504031,0.3912340391257261,-0.2792884772547764,0.1716513346384583,0.4726361468812994,-0.4081706174136226,-0.6285477351915405,1984.0,1860.5845620121424,60.20071047957372,2.378330373001776,-0.573777572327484,-0.8675731069971382
65,65,-0.3086393116297345,1.1146680861768508,0.9260730869597628,1.1998522190488985,-0.7826457937759916,0.6378265064509073,-3.2608271065898693,-0.2792884772547764,0.1716513346384583,-0.6863359012584489,3.6610064228600474,2.301535309320955,1917.0,1984.0,67.0,2.0,1.2721703214611757,1.0697353660544504
66,66,-1.4806197437926916,-1.0395164722179089,-1.2585788387601036,-0.842734729876783,-0.6900472101004471,-0.5130847304504031,0.3912340391257261,-0.2792884772547764,0.1716513346384583,0.4726361468812994,-0.4081706174136226,-0.6285477351915405,1984.0,1860.5845620121424,60.20071047957372,2.378330373001776,-0.573777572327484,-0.8675731069971382
67,67,-0.4001322078208947,1.7349578362503415,1.7453175591047128,-0.842734729876783,0.7812413971887595,-0.5130847304504031,0.3912340391257261,-0.2792884772547764,0.1716513346384583,0.4726361468812994,-0.4081706174136226,-0.6285477351915405,1875.9082901554405,1860.5845620121424,60.20071047957372,2.378330373001776,-0.573777572327484,-0.8675731069971382
68,68,1.4471529343244354,-1.5251696873917275,-1.356475976940947,-1.004523795138223,-0.1138782450081704,-0.0754142600794822,0.3912340391257261,-0.2792884772547764,0.1716513346384583,0.4726361468812994,-0.4081706174136226,1.5690145481928313,1875.9082901554405,1860.5845620121424,60.20071047957372,2.378330373001776,-0.573777572327484,1.0697353660544504
69,69,-1.0710801132227363,1.76861696997526,-0.2950648998223322,2.049244811671459,1.583762455710145,2.7937588234632216,0.3912340391257261,-0.2792884772547764,0.1716513346384583,-2.6430419565593226,0.937283081386542,1.5690145481928313,1265.0,1321.0,56.0,5.0,-0.573777572327484,2.038389602580245
70,70,-0.6615404826527811,1.6628311211255171,0.3077753721333856,1.8470084800946591,-0.9163993035295558,1.788737743352218,0.3912340391257261,-0.2792884772547764,0.1716513346384583,0.0662433507803486,1.101362800752416,1.5690145481928313,1343.0,1400.0,57.0,5.0,-0.573777572327484,2.038389602580245
71,71,0.4233038578995473,1.4801101094759617,-1.1503767386654875,0.0740699732713776,1.069325879734898,0.1191059489742603,0.3912340391257261,-0.2792884772547764,0.1716513346384583,-2.9290220723340656,1.88894545370861,1.5690145481928313,1547.0,1616.0,69.0,5.0,-0.573777572327484,2.038389602580245
72,72,1.55171624425719,1.7734254176502482,1.3073566777693622,1.5773600379922588,-0.535716237307873,2.469558475040317,0.3912340391257261,-0.2792884772547764,0.1716513346384583,-1.0325223571962958,3.7922701983527456,1.5690145481928313,1564.0,1616.0,52.0,5.0,-0.573777572327484,2.038389602580245
73,73,-0.0733718642810367,-1.4626598676168796,-0.3981145189600618,0.4178717369519379,0.9458611015008386,-0.5130847304504031,0.3912340391257261,-0.2792884772547764,0.1716513346384583,0.4726361468812994,-0.4081706174136226,-0.6285477351915405,1685.0,1750.0,65.0,2.0,-0.573777572327484,-0.8675731069971382
74,74,0.2403180655172268,-1.0395164722179089,-0.8772952479505043,0.471801425372418,2.1702201523219267,1.9832579524059608,0.3912340391257261,-0.2792884772547764,0.1716513346384583,0.4726361468812994,-0.4081706174136226,1.5690145481928313,1984.0,1827.0,157.0,1.0,-0.573777572327484,1.0697353660544504
75,75,1.5778570717403786,0.5520797082032193,0.5190270913657312,0.4380953701096179,2.1599314208024216,-0.5130847304504031,0.3912340391257261,-0.2792884772547764,0.1716513346384583,-2.6731451266408746,-0.4081706174136226,-0.6285477351915405,1756.0,1791.0,35.0,2.0,-0.573777572327484,-0.8675731069971382
76,76,-0.700751723877564,0.6049726326280905,1.5546757636999131,0.478542636424978,-0.5048500427493582,-0.5130847304504031,0.3912340391257261,-0.2792884772547764,0.1716513346384583,0.4726361468812994,-0.4081706174136226,-0.6285477351915405,1797.0,1828.0,31.0,2.0,-0.573777572327484,-0.8675731069971382
77,77,0.8023458564057825,0.7492260628777396,1.585590649441232,0.6875201790543382,-0.5768711633858927,-0.5130847304504031,0.3912340391257261,-0.2792884772547764,0.1716513346384583,0.4726361468812994,-0.4081706174136226,-0.6285477351915405,1840.0,1893.0,53.0,2.0,-0.573777572327484,-0.8675731069971382
78,78,-0.3260665299518602,0.8790541501024238,0.3026228911764991,1.1122164753656183,-0.7414908676979718,1.8859978478790893,0.3912340391257261,-0.2792884772547764,0.1716513346384583,0.4726361468812994,1.1341787446255909,1.5690145481928313,1882.0,1971.0,89.0,2.0,-0.573777572327484,1.0697353660544504
79,79,-0.0603014505394424,0.7396091675277631,-1.2585788387601036,0.7144850232645782,-0.6900472101004471,1.8859978478790893,0.3912340391257261,-0.2792884772547764,0.1716513346384583,0.4726361468812994,-0.4081706174136226,1.5690145481928313,1833.0,1897.0,64.0,2.0,-0.573777572327484,1.0697353660544504
80,80,0.8851251434358798,0.6578655570529619,0.2356406387369749,0.6470729127389782,2.139353957763412,-0.5130847304504031,0.3912340391257261,-0.2792884772547764,0.1716513346384583,0.4726361468812994,-0.4081706174136226,-0.6285477351915405,1813.0,1883.0,70.0,2.0,-0.573777572327484,-0.8675731069971382
81,81,-0.7661037925855356,0.643440214027997,-0.1456429520726244,0.539213535898018,0.9458611015008386,1.95083791756367,0.3912340391257261,-0.2792884772547764,0.1716513346384583,0.4726361468812994,-0.4081706174136226,1.5690145481928313,1809.0,1847.0,38.0,2.0,-0.573777572327484,1.0697353660544504
82,82,1.0201860854323543,-0.2076550244449326,-1.232816433975671,0.8964977216836983,-0.1961880971642099,-0.5130847304504031,0.3912340391257261,-0.2792884772547764,0.1716513346384583,0.4726361468812994,-0.4081706174136226,-0.6285477351915405,1873.0,1943.0,70.0,2.0,-0.573777572327484,-0.8675731069971382
83,83,-1.4631925254705658,0.5280374698282777,1.5392183208292538,0.4111305258993779,2.1599314208024216,1.9994679698271056,0.3912340391257261,-0.2792884772547764,0.1716513346384583,0.4726361468812994,-0.4081706174136226,1.5690145481928313,1678.0,1741.0,63.0,2.0,-0.573777572327484,1.0697353660544504
84,84,-0.0690150597005053,-0.7750518500935524,-1.2070540291912388,-0.5528626546167028,-0.4842725797103483,-0.5130847304504031,0.3912340391257261,-0.2792884772547764,0.1716513346384583,0.4726361468812994,-0.4081706174136226,-0.6285477351915405,1825.0,1899.0,74.0,2.0,-0.573777572327484,-0.8675731069971382
85,85,-0.6005452185253409,-0.7317758210186576,0.3386902578747044,0.8021207669478583,-0.0727233189301506,-0.5130847304504031,0.3912340391257261,-0.2792884772547764,0.1716513346384583,-1.6947920989904377,-0.4081706174136226,-0.6285477351915405,1858.0,1924.0,66.0,2.0,-0.573777572327484,-0.8675731069971382
86,86,-1.7289576048829836,-0.6596491058938331,-1.274036281630763,-0.2899554235668626,1.367699093800541,-0.5130847304504031,0.3912340391257261,-0.2792884772547764,0.1716513346384583,0.4726361468812994,-0.4081706174136226,-0.6285477351915405,1900.0,1990.0,90.0,2.0,-0.573777572327484,-0.8675731069971382
87,87,-0.949089584967856,0.9944568943021432,1.606200573268778,1.1324401085232985,1.3368328992420264,2.420928422776881,0.3912340391257261,-0.2792884772547764,0.1716513346384583,0.4726361468812994,-0.4081706174136226,1.5690145481928313,1899.0,1974.0,75.0,2.0,-0.573777572327484,1.0697353660544504
